log_frequency_per_million,word,transcription,part_of_speech
0.3,sheepishly,SipISlI,ADV
1.46,sheer,S7R,A
1.76,sheet,Sit,N
0.3,sheeting,SitIN,N
0.3,sheikh,S1k,N
1,Sheila,Sil@,N
1.45,shelf,SElf,N
1.66,shell,SEl,N
0.6,shell,SEl,V
0.48,shellfish,SElfIS,N
1.42,shelter,SElt@R,N
0.95,shelter,SElt@R,V
0.7,sheltered,SElt@d,A
0.6,shelve,SElv,V
0.95,shepherd,SEp@d,N
0.6,sheriff,SErIf,N
0.95,sherry,SErI,N
0.3,Shetland,SEtl@nd,N
0.9,shield,Sild,N
0.78,shield,Sild,V
1.49,shift,SIft,N
1.65,shift,SIft,V
0.3,shifty,SIftI,A
1.11,shilling,SIlIN,N
0.78,shimmer,SIm@R,V
0.48,shin,SIn,N
0.3,shine,S2n,N
1.53,shine,S2n,V
0.3,shine,S2n,V
0.6,shingle,SINgP,N
1.04,shining,S2nIN,A
1.15,shiny,S2nI,A
1.86,ship,SIp,N
0.7,ship,SIp,V
0.3,shipbuilder,SIpbIld@R,N
0.6,shipbuilding,SIpbIldIN,N
0.48,shipment,SIpm@nt,N
0.95,shipping,SIpIN,N
0.48,shipyard,SIpj#d,N
0.3,shire,S2@R,N
1.79,shirt,S3t,N
1,shit,SIt,N
0.3,shit,SIt,V
0.48,shiver,SIv@R,N
1.23,shiver,SIv@R,V
0.85,shoal,S5l,N
1.74,shock,SQk,N
1.49,shock,SQk,V
0.95,shocking,SQkIN,A
0.3,shoddy,SQdI,A
1.9,shoe,Su,N
0.9,shoot,Sut,N
1.87,shoot,Sut,V
1.26,shooting,SutIN,N
2.1,shop,SQp,N
0.9,shop,SQp,V
0.78,shopkeeper,SQpkip@R,N
0.3,shopper,SQp@R,N
1.34,shopping,SQpIN,N
0.7,shop-steward,SQpstjU@d,N
1.48,shore,S$R,N
2.3,short,S$t,A
1.08,short,S$t,ADV
1.38,shortage,S$tI_,N
0.6,shortcoming,S$tkVmIN,N
0.9,shorten,S$tH,V
0.3,shortfall,S$tf$l,N
0.78,shorthand,S$th{nd,N
0.6,short-lived,S$tlIvd,A
1.56,shortly,S$tlI,ADV
1.04,shorts,S$ts,N
0.3,shortsighted,S$ts2tId,A
1,short-term,S$tt3m,A
0.48,shorty,S$tI,N
1.78,shot,SQt,N
0.3,shot,SQt,A
0.7,shotgun,SQtgVn,N
3,should,SUd,V
2.11,shoulder,S5ld@R,N
0.48,shoulder,S5ld@R,V
1.08,shout,S6t,N
1.92,shout,S6t,V
0.7,shouting,S6tIN,N
1.08,shove,SVv,V
0.6,shovel,SVvP,N
0.48,shovel,SVvP,V
1.84,show,S5,N
2.67,show,S5,V
0.3,showdown,S5d6n,N
1.32,shower,S6@R,N
0.78,shower,S6@R,V
0.78,showing,S5IN,N
0.3,showroom,S5rUm,N
0.3,shrapnel,Sr{pnP,N
0.6,shred,SrEd,N
0.6,shred,SrEd,V
0.3,shrew,Sru,N
0.95,shrewd,Srud,A
0.3,shrewdly,SrudlI,ADV
0.7,shriek,Srik,N
1.08,shriek,Srik,V
0.85,shrill,SrIl,A
0.3,shrilly,SrIllI,ADV
0.48,shrimp,SrImp,N
0.7,shrine,Sr2n,N
1.3,shrink,SrINk,V
0.6,shrivel,SrIvP,V
1.61,shroud,Sr6d,N
0.6,shroud,Sr6d,V
0.85,shrub,SrVb,N
0.48,shrubbery,SrVb@rI,N
0.48,shrug,SrVg,N
1.4,shrug,SrVg,V
0.48,shudder,SVd@R,N
1.11,shudder,SVd@R,V
1.08,shuffle,SVfP,V
0.48,shun,SVn,V
0.3,shunt,SVnt,V
1.85,shut,SVt,V
0.78,shutter,SVt@R,N
0.3,shutter,SVt@R,V
1.04,shuttle,SVtP,N
0.3,shy,S2,V
1.23,shy,S2,A
0.48,shyly,S2lI,ADV
0.6,shyness,S2nIs,N
0.6,si,si,N
0.48,Siberia,s2b7r7,N
0.3,sibling,sIblIN,N
0.3,sic,sIk,ADV
0.3,Sicilian,sIsIlj@n,N
0.48,Sicilian,sIsIlj@n,A
0.78,Sicily,sIsIlI,N
1.79,sick,sIk,A
0.85,sick,sIk,N
0.48,sicken,sIk@n,V
0.48,sickening,sIk@nIN,A
0.6,sickle,sIkP,N
0.6,sickly,sIklI,A
1.2,sickness,sIknIs,N
2.66,side,s2d,N
0.3,side,s2d,V
0.48,sideboard,s2db$d,N
0.48,sideline,s2dl2n,N
0.85,sidewalk,s2dw$k,N
1.18,sideways,s2dw1z,ADV
0.3,siding,s2dIN,N
0.3,sidle,s2dP,V
0.95,siege,si_,N
0.48,sierra,sI@r@,N
0.3,sieve,sIv,N
0.6,sift,sIft,V
1.11,sigh,s2,N
1.48,sigh,s2,V
2,sight,s2t,N
0.48,sight,s2t,V
0.3,sightseeing,s2tsiIN,N
2.14,sign,s2n,N
1.69,sign,s2n,V
1.78,signal,sIgnP,N
1.15,signal,sIgnP,V
0.6,signal,sIgnP,A
0.3,signatory,sIgn@t@rI,N
1,signature,sIgn@J@R,N
1.52,significance,sIgnIfIk@ns,N
1.82,significant,sIgnIfIk@nt,A
1.23,significantly,sIgnIfIk@ntlI,ADV
0.95,signify,sIgnIf2,V
0.48,signor,sinj$R,N
0.3,signpost,s2np5st,N
0.3,Sikh,sik,N
0.3,silage,s2lI_,N
1.95,silence,s2l@ns,N
0.9,silence,s2l@ns,V
1.79,silent,s2l@nt,A
1.3,silently,s2l@ntlI,ADV
0.6,silhouette,sIluEt,N
0.3,silhouette,sIluEt,V
0.48,silicon,sIlIk@n,N
1.42,silk,sIlk,N
0.3,silken,sIlk@n,A
0.6,silky,sIlkI,A
0.6,sill,sIl,N
1.65,silly,sIlI,A
0.3,silo,s2l5,N
0.48,silt,sIlt,N
1.71,silver,sIlv@R,N
0.6,silvery,sIlv@rI,A
2.06,similar,sImIl@R,A
1.04,similarity,sImIl{r@tI,N
1.49,similarly,sImIl@lI,ADV
0.95,simmer,sIm@R,V
2.24,simple,sImpP,A
1.11,simplicity,sImplIs@tI,N
0.3,simplification,sImplIfIk1SH,N
0.85,simplify,sImplIf2,V
2.37,simply,sImplI,ADV
0.7,simulate,sImjUl1t,V
0.3,simulated,sImjUl1t,A
0.6,simulation,sImjUl1SH,N
0.6,simultaneous,sIm@lt1nj@s,A
1.26,simultaneously,sIm@lt1nj@slI,ADV
1.56,sin,sIn,N
0.48,sin,sIn,V
1.78,since,sIns,ADV
2.23,since,sIns,FUNC
2.43,since,sIns,FUNC
0.95,sincere,sIns7R,A
0.9,sincerely,sIns7lI,ADV
0.7,sincerity,sInsEr@tI,N
0.48,sine,s2n,N
0.48,sinful,sInfUl,A
1.89,sing,sIN,V
0.7,Singapore,sIN@p$R,N
1.08,singer,sIN@R,N
1.08,singing,sININ,N
0.85,single,sINgP,N
2.15,single,sINgP,A
0.3,single-minded,sINgPm2ndId,A
0.48,singles,sINgPz,N
0.3,singly,sINglI,ADV
0.6,singular,sINgjUl@R,A
0.7,singularly,sINgjUl@lI,ADV
1.11,sinister,sInIst@R,A
1.18,sink,sINk,N
1.7,sink,sINk,V
0.6,sinner,sIn@R,N
0.48,sinus,s2n@s,N
0.9,Sioux,su,N
0.7,sip,sIp,N
1.2,sip,sIp,V
0.3,siphon,s2fH,V
1.76,sir,s3R,N
2.04,Sir,s3R,N
0.7,siren,s2@r@n,N
2.06,sister,sIst@R,N
2.7,sit,sIt,V
1.9,site,s2t,N
0.6,site,s2t,V
0.3,sit-in,sItIn,N
0.3,sitter,sIt@R,N
0.85,sitting,sItIN,N
0.95,sitting,sItIN,A
0.85,sitting-room,sItINrUm,N
1.04,situated,sItjU1tId,A
2.31,situation,sItjU1SH,N
2.32,six,sIks,NUM
0.6,sixpence,sIksp@ns,N
1.42,sixteen,sIkstin,NUM
1,sixteenth,sIkstinT,NUM
1.18,sixth,sIksT,NUM
1.56,sixty,sIkstI,N
1.38,sixty,sIkstI,NUM
0.85,sizable,s2z@bP,A
2.09,size,s2z,N
0.48,size,s2z,V
0.3,sizzle,sIzP,V
0.6,skate,sk1t,N
0.48,skate,sk1t,V
1.08,skeleton,skElItH,N
1.04,sketch,skEJ,N
0.78,sketch,skEJ,V
0.9,ski,ski,N
0.78,ski,ski,V
0.3,skid,skId,N
0.48,skid,skId,V
0.85,skilful,skIlfUl,A
0.7,skilfully,skIlfUlI,ADV
1.91,skill,skIl,N
1.28,skilled,skIld,A
0.9,skim,skIm,V
2.01,skin,skIn,N
0.48,skin,skIn,V
0.7,skinny,skInI,A
0.95,skip,skIp,V
0.48,skipper,skIp@R,N
0.3,skirmish,sk3mIS,N
1.46,skirt,sk3t,N
0.7,skirt,sk3t,V
0.3,skitter,skIt@R,V
0.3,skulk,skVlk,V
1.32,skull,skVl,N
1.92,sky,sk2,N
0.3,skylight,sk2l2t,N
0.48,skyline,sk2l2n,N
0.48,skyscraper,sk2skr1p@R,N
0.95,slab,sl{b,N
0.3,slack,sl{k,N
0.78,slack,sl{k,A
0.6,slacken,sl{k@n,V
0.78,slacks,sl{ks,N
1.18,slam,sl{m,V
0.3,slander,sl#nd@R,N
0.48,slang,sl{N,N
0.48,slant,sl#nt,V
0.3,slanting,sl#ntIN,A
0.48,slap,sl{p,N
1.2,slap,sl{p,V
0.3,slash,sl{S,N
0.78,slash,sl{S,V
0.7,slate,sl1t,N
1.08,slaughter,sl$t@R,N
0.85,slaughter,sl$t@R,V
0.6,slaughterhouse,sl$t@h6s,N
1.52,slave,sl1v,N
0.3,slave,sl1v,V
0.85,slavery,sl1v@rI,N
0.6,slay,sl1,V
0.78,sleek,slik,A
1.88,sleep,slip,N
2.11,sleep,slip,V
0.6,sleeper,slip@R,N
0.3,sleepily,slipIlI,ADV
0.48,sleepless,sliplIs,A
0.9,sleepy,slipI,A
1.26,sleeve,sliv,N
1.04,slender,slEnd@R,A
1.26,slice,sl2s,N
1.08,slice,sl2s,V
0.3,slick,slIk,N
0.48,slick,slIk,A
1.08,slide,sl2d,N
1.54,slide,sl2d,V
1.72,slight,sl2t,A
2.03,slightly,sl2tlI,ADV
1.11,slim,slIm,A
0.3,slime,sl2m,N
0.48,slimy,sl2mI,A
0.6,sling,slIN,N
0.78,sling,slIN,V
0.3,slink,slINk,V
1.15,slip,slIp,N
1.79,slip,slIp,V
0.95,slipper,slIp@R,N
0.85,slippery,slIp@rI,A
0.7,slit,slIt,N
0.48,slit,slIt,V
0.7,slither,slID@R,V
0.48,sliver,slIv@R,N
0.3,sloe,sl5,N
1.08,slogan,sl5g@n,N
0.48,slop,slQp,V
1.42,slope,sl5p,N
0.9,slope,sl5p,V
0.6,sloppy,slQpI,A
0.3,slosh,slQS,V
0.78,slot,slQt,N
0.3,slot,slQt,V
0.3,sloth,sl5T,N
0.3,slouch,sl6J,V
1.53,slow,sl5,V
1.84,slow,sl5,A
0.78,slow,sl5,ADV
2.12,slowly,sl5lI,ADV
0.48,slowness,sl5nIs,N
0.3,sludge,slV_,N
0.48,slug,slVg,N
0.48,sluggish,slVgIS,A
1.04,slum,slVm,N
0.48,slumber,slVmb@R,N
0.3,slumber,slVmb@R,V
0.7,slump,slVmp,N
0.85,slump,slVmp,V
0.3,slur,sl3R,V
0.3,slurry,slVrI,N
0.3,slush,slVS,N
0.78,sly,sl2,A
0.3,slyly,sl2lI,ADV
0.78,smack,sm{k,V
2.78,small,sm$l,A
0.48,smallholder,sm$lh5ld@R,N
0.3,smallness,sm$lnIs,N
0.3,smallpox,sm$lpQks,N
0.3,smart,sm#t,V
1.38,smart,sm#t,A
0.48,smartly,sm#tlI,ADV
0.48,smash,sm{S,N
1.38,smash,sm{S,V
0.3,smashing,sm{SIN,A
0.6,smear,sm7R,N
0.78,smear,sm7R,V
1.7,smell,smEl,N
1.67,smell,smEl,V
0.6,smelly,smElI,A
1.92,smile,sm2l,N
2.21,smile,sm2l,V
0.7,smiling,sm2lIN,A
0.3,smirk,sm3k,V
0.48,smite,sm2t,V
0.48,smith,smIT,N
1.59,Smith,smIT,N
1.04,smithy,smIDI,N
0.3,smock,smQk,N
0.3,smog,smQg,N
1.68,smoke,sm5k,N
1.64,smoke,sm5k,V
0.85,smoker,sm5k@R,N
1.11,smoking,sm5kIN,N
0.6,smoky,sm5kI,A
1.04,smooth,smuD,V
1.53,smooth,smuD,A
1.04,smoothly,smuDlI,ADV
0.3,smoothness,smuDnIs,N
0.85,smother,smVD@R,V
0.6,smoulder,sm5ld@R,V
0.3,smudge,smV_,N
0.3,smudge,smV_,V
0.48,smug,smVg,A
0.78,smuggle,smVgP,V
0.3,smuggler,smVgl@R,N
0.3,smugly,smVglI,ADV
0.78,snack,sn{k,N
0.6,snag,sn{g,N
0.6,snail,sn1l,N
1.36,snake,sn1k,N
0.3,snake,sn1k,V
0.48,snap,sn{p,N
1.45,snap,sn{p,V
0.48,snapshot,sn{pSQt,N
0.3,snare,sn8R,N
0.3,snarl,sn#l,N
0.85,snarl,sn#l,V
0.48,snatch,sn{J,N
1.23,snatch,sn{J,V
0.78,sneak,snik,V
0.3,sneaker,snik@R,N
0.7,sneer,sn7R,V
0.48,sneeze,sniz,V
1.11,sniff,snIf,V
0.3,snigger,snIg@R,V
0.3,snip,snIp,V
0.3,sniper,sn2p@R,N
0.48,snob,snQb,N
0.48,snobbery,snQb@rI,N
0.3,snobbish,snQbIS,A
0.48,snooker,snuk@R,N
0.6,snore,sn$R,V
0.3,snort,sn$t,N
0.7,snort,sn$t,V
0.48,snout,sn6t,N
1.79,snow,sn5,N
0.6,snow,sn5,V
0.3,snowflake,sn5fl1k,N
0.3,snowy,sn5I,A
0.3,snub,snVb,V
0.3,snuff,snVf,V
0.48,snug,snVg,A
0.3,snuggle,snVgP,V
0.3,snugly,snVglI,ADV
3.36,so,s5,ADV
2.86,so,s5,FUNC
1.23,soak,s5k,V
0.6,soaked,s5kt,A
0.48,so-and-so,s5@ns5,N
1.3,soap,s5p,N
0.3,soapy,s5pI,A
1,soar,s$R,V
0.78,sob,sQb,N
1.04,sob,sQb,V
0.3,sober,s5b@R,V
1.04,sober,s5b@R,A
0.48,soberly,s5b@lI,ADV
1.49,so-called,s5k$ld,A
0.6,soccer,sQk@R,N
0.3,sociability,s5S@bIl@tI,N
0.48,sociable,s5S@bP,A
2.6,social,s5SP,A
1.51,socialism,s5S@lIz@m,N
1.48,socialist,s5S@lIst,N
1.69,socialist,s5S@lIst,A
0.48,socialize,s5S@l2z,V
1.28,socially,s5S@lI,ADV
2.53,society,s@s2@tI,N
0.85,sociological,s5sj@lQ_IkP,A
1.11,sociologist,s5sIQl@_Ist,N
1.04,sociology,s5sIQl@_I,N
1.26,sock,sQk,N
0.9,socket,sQkIt,N
0.6,Socrates,sQkr@tiz,N
0.6,sod,sQd,N
0.95,soda,s5d@,N
0.48,sodden,sQdH,A
0.48,sodium,s5d7m,N
1.34,sofa,s5f@,N
1.91,soft,sQft,A
1,soften,sQfH,V
1.4,softly,sQftlI,ADV
0.48,softness,sQftnIs,N
0.85,software,sQftw8R,N
0.48,soggy,sQgI,A
1.66,soil,s4l,N
0.9,soil,s4l,V
0.48,solace,sQl@s,N
1.52,solar,s5l@R,A
1.92,soldier,s5l_@R,N
0.9,sole,s5l,N
1.15,sole,s5l,A
1.15,solely,s5llI,ADV
1.04,solemn,sQl@m,A
0.3,solemnity,s@lEmn@tI,N
0.9,solemnly,sQl@mlI,ADV
0.48,solicit,s@lIsIt,V
1.34,solicitor,s@lIsIt@R,N
0.3,solicitous,s@lIsIt@s,A
0.3,solicitude,s@lIsItjud,N
0.7,solid,sQlId,N
1.64,solid,sQlId,A
1.34,solidarity,sQlId{r@tI,N
0.3,solidify,s@lIdIf2,V
0.3,solidity,s@lId@tI,N
0.6,solidly,sQlIdlI,ADV
0.3,soliloquy,s@lIl@kwI,N
1.15,solitary,sQlIt@rI,A
0.9,solitude,sQlItjud,N
0.3,solo,s5l5,N
0.3,solo,s5l5,A
0.3,soluble,sQljUbP,A
1.87,solution,s@luSH,N
1.72,solve,sQlv,V
0.48,solvent,sQlv@nt,N
0.7,sombre,sQmb@R,A
1.88,some,sVm,ADV
3.26,some,sVm,FUNC
1.87,somebody,sVmb@dI,FUNC
0.6,someday,sVmd1,ADV
1.88,somehow,sVmh6,ADV
2.32,someone,sVmwVn,FUNC
0.3,someplace,sVmpl1s,ADV
1.76,something,sVmTIN,ADV
2.82,something,sVmTIN,FUNC
0.95,sometime,sVmt2m,ADV
2.46,sometimes,sVmt2mz,ADV
1.8,somewhat,sVmwQt,ADV
1.99,somewhere,sVmw8R,ADV
2.31,son,sVn,N
0.3,sonar,s5n#R,N
0.48,sonata,s@n#t@,N
1.7,song,sQN,N
0.6,son-in-law,sVnInl$,N
0.3,sonnet,sQnIt,N
1.38,sonny,sVnI,N
0.3,sonorous,sQn@r@s,A
2.5,soon,sun,ADV
0.3,soot,sUt,N
0.85,soothe,suD,V
0.7,soothing,suDIN,A
0.3,soothingly,suDINlI,ADV
0.3,sooty,sUtI,A
0.3,sophist,sQfIst,N
1.45,sophisticated,s@fIstIk1tId,A
0.78,sophistication,s@fIstIk1SH,N
0.3,soprano,s@pr#n5,N
0.48,sorcery,s$s@rI,N
0.6,sordid,s$dId,A
0.78,sore,s$R,N
1.04,sore,s$R,A
0.48,sorely,s$lI,ADV
0.48,sorghum,s$g@m,N
1.04,sorrow,sQr5,N
0.3,sorrowful,sQr5fUl,A
1.98,sorry,sQrI,A
2.53,sort,s$t,N
1.6,sort,s$t,V
1.74,soul,s5l,N
2.18,sound,s6nd,N
2.1,sound,s6nd,V
0.6,sound,s6nd,A
0.48,sound,s6nd,ADV
0.48,soundly,s6ndlI,ADV
1.3,soup,sup,N
0.3,sour,s6@R,V
1.04,sour,s6@R,A
2.11,source,s$s,N
0.3,sourly,s6@lI,ADV
1.64,south,s6T,N
1.45,south,s6T,ADV
2.09,South,s6T,N
0.3,southeast,s6Tist,ADV
1.64,southern,sVD@n,A
0.3,southerner,sVD@n@R,N
0.3,southward,s6Tw@d,ADV
0.3,southwest,s6TwEst,ADV
0.6,souvenir,suv@n7R,N
0.48,sovereign,sQvrIn,N
0.48,sovereign,sQvrIn,A
0.7,sovereignty,sQvr@ntI,N
0.85,soviet,s5vIEt,N
2.15,Soviet,s5v7t,A
0.7,sow,s6,N
1.11,sow,s5,V
0.3,soy,s4,N
0.78,soya,s4@,N
0.3,soybean,s4bin,N
0.3,spa,sp#,N
2.13,space,sp1s,N
0.6,space,sp1s,V
0.3,spacecraft,sp1skr#ft,N
0.3,spaceship,sp1SSIp,N
0.6,spacious,sp1S@s,A
0.7,spade,sp1d,N
0.7,spaghetti,sp@gEtI,N
1.49,Spain,sp1n,N
0.85,span,sp{n,N
0.6,span,sp{n,V
0.7,Spaniard,sp{nj@d,N
0.3,spaniel,sp{nj@l,N
1.48,Spanish,sp{nIS,A
0.7,Spanish,sp{nIS,N
0.3,spank,sp{Nk,V
1.32,spare,sp8R,V
1.36,spare,sp8R,A
0.3,sparingly,sp8rINlI,ADV
1,spark,sp#k,N
0.48,spark,sp#k,V
0.6,sparkle,sp#kP,V
0.6,sparkling,sp#klIN,A
0.6,sparrow,sp{r5,N
0.48,sparse,sp#s,A
0.3,sparsely,sp#slI,ADV
0.7,spasm,sp{z@m,N
0.48,spate,sp1t,N
0.3,spatial,sp1SP,A
0.48,spatter,sp{t@R,V
0.7,spawn,sp$n,V
2.57,speak,spik,V
1.45,speaker,spik@R,N
1.08,spear,sp7R,N
0.3,spear,sp7R,V
0.48,spearhead,sp7hEd,N
0.95,special,spESP,N
2.27,special,spESP,A
1.52,specialist,spES@lIst,N
0.6,speciality,spESI{l@tI,N
0.78,specialization,spES@l2z1SH,N
1,specialize,spES@l2z,V
1.26,specialized,spES@l2zd,A
1.28,specially,spES@lI,ADV
0.3,specialty,spESPtI,N
1.94,species,spiSiz,N
1.71,specific,sp@sIfIk,A
1.34,specifically,sp@sIfIk@lI,ADV
0.48,specification,spEsIfIk1SH,N
1,specify,spEsIf2,V
1.11,specimen,spEsIm@n,N
0.6,speck,spEk,N
0.3,speckled,spEkPd,A
0.3,specs,spEks,N
0.95,spectacle,spEkt@kP,N
1.04,spectacles,spEkt@kPz,N
1.18,spectacular,spEkt{kjUl@R,A
0.3,spectacularly,spEkt{kjUl@lI,ADV
1.15,spectator,spEkt1t@R,N
0.3,spectral,spEktr@l,A
0.48,spectre,spEkt@R,N
0.95,spectrum,spEktr@m,N
1.04,speculate,spEkjUl1t,V
1.15,speculation,spEkjUl1SH,N
0.6,speculative,spEkjUl@tIv,A
0.48,speculator,spEkjUl1t@R,N
1.97,speech,spiJ,N
0.48,speechless,spiJlIs,A
1.9,speed,spid,N
1.23,speed,spid,V
0.3,speedily,spidIlI,ADV
0.48,speedy,spidI,A
1.28,spell,spEl,N
1.26,spell,spEl,V
0.95,spelling,spElIN,N
2.45,spend,spEnd,V
0.48,spent,spEnt,A
0.7,sperm,sp3m,N
0.3,spew,spju,V
1.3,sphere,sf7R,N
0.3,spherical,sfErIkP,A
0.85,spice,sp2s,N
0.3,spice,sp2s,V
0.3,spicy,sp2sI,A
0.85,spider,sp2d@R,N
0.78,spike,sp2k,N
0.3,spike,sp2k,V
0.3,spiky,sp2kI,A
1.26,spill,spIl,V
0.3,spin,spIn,N
1.42,spin,spIn,V
0.6,spinach,spInI_,N
0.48,spinal,sp2nP,A
0.3,spindle,spIndP,N
0.3,spindly,spIndlI,A
1.11,spine,sp2n,N
0.6,spinner,spIn@R,N
0.3,spinney,spInI,N
0.3,spin-off,spInQf,N
0.6,spinster,spInst@R,N
0.85,spiral,sp2@r@l,N
0.6,spiral,sp2@r@l,V
0.3,spiral,sp2@r@l,A
0.85,spire,sp2@R,N
1.88,spirit,spIrIt,N
0.48,spirited,spIrItId,A
1.23,spirits,spIrIts,N
1.46,spiritual,spIrIJ9l,A
0.3,spirituality,spIrIJU{l@tI,N
0.6,spiritually,spIrIJ9lI,ADV
1.18,spit,spIt,V
1.69,spite,sp2t,N
0.3,spiteful,sp2tfUl,A
0.3,spittle,spItP,N
0.7,splash,spl{S,N
1,splash,spl{S,V
0.3,splatter,spl{t@R,V
1.45,splendid,splEndId,A
0.7,splendidly,splEndIdlI,ADV
0.9,splendour,splEnd@R,N
0.48,splinter,splInt@R,N
0.48,splinter,splInt@R,V
1.08,split,splIt,N
1.52,split,splIt,V
0.3,splutter,splVt@R,V
1.46,spoil,sp4l,V
1.18,spokesman,sp5ksm@n,N
0.9,sponge,spVn_,N
0.3,sponge,spVn_,V
0.7,sponsor,spQns@R,N
0.95,sponsor,spQns@R,V
0.48,sponsorship,spQns@SIp,N
0.48,spontaneity,spQnt@n1@tI,N
1.04,spontaneous,spQnt1nj@s,A
0.6,spontaneously,spQnt1nj@slI,ADV
0.6,spool,spul,N
1.18,spoon,spun,N
0.48,spoon,spun,V
0.6,spoonful,spunfUl,N
0.3,sporadic,sp@r{dIk,A
0.3,spore,sp$R,N
1.6,sport,sp$t,N
0.48,sport,sp$t,V
0.95,sporting,sp$tIN,A
1.4,sports,sp$ts,N
0.7,sportsman,sp$tsm@n,N
1.74,spot,spQt,N
1.36,spot,spQt,V
0.3,spotless,spQtlIs,A
0.48,spotlight,spQtl2t,N
0.48,spotted,spQtId,A
0.3,spotty,spQtI,A
0.6,spouse,sp6z,N
0.3,spout,sp6t,N
0.3,spout,sp6t,V
0.3,sprawl,spr$l,N
0.95,sprawl,spr$l,V
1.04,spray,spr1,N
1,spray,spr1,V
1.28,spread,sprEd,N
1.94,spread,sprEd,V
0.3,spree,spri,N
0.48,sprig,sprIg,N
1.85,spring,sprIN,N
1.53,spring,sprIN,V
0.3,springbok,sprINbQk,N
0.3,springtime,sprINt2m,N
0.3,springy,sprINI,A
1.04,sprinkle,sprINkP,V
0.48,sprinkling,sprINklIN,N
0.48,sprint,sprInt,V
0.3,sprout,spr6t,N
0.85,sprout,spr6t,V
0.3,spud,spVd,N
0.85,spur,sp3R,N
0.48,spur,sp3R,V
0.48,spurious,spj9r7s,A
0.3,spurn,sp3n,V
0.3,spurt,sp3t,N
0.3,spurt,sp3t,V
1.08,spy,sp2,N
0.7,spy,sp2,V
0.3,squabble,skwQbP,V
1.04,squad,skwQd,N
0.78,squadron,skwQdr@n,N
0.48,squalid,skwQlId,A
0.48,squalor,skwQl@R,N
0.48,squander,skwQnd@R,V
1.76,square,skw8R,N
1.15,square,skw8R,V
1.61,square,skw8R,A
0.7,squarely,skw8lI,ADV
0.7,squash,skwQS,V
0.85,squash,skwQS,N
1.08,squat,skwQt,V
0.7,squat,skwQt,A
0.3,squat,skwQt,N
0.6,squatter,skwQt@R,N
0.3,squawk,skw$k,V
0.3,squeak,skwik,N
0.6,squeak,skwik,V
0.3,squeal,skwil,N
0.6,squeal,skwil,V
0.6,squealer,skwil@R,N
0.7,squeeze,skwiz,N
1.45,squeeze,skwiz,V
0.48,squid,skwId,N
0.85,squint,skwInt,V
0.7,squire,skw2@R,N
0.7,squirm,skw3m,V
0.78,squirrel,skIr@l,N
0.48,squirt,skw3t,V
0.7,Sri,sri,N
0.3,stab,st{b,N
0.9,stab,st{b,V
1.18,stability,st@bIl@tI,N
0.7,stabilize,st1b@l2z,V
1.15,stable,st1bP,N
1.23,stable,st1bP,A
1.08,stack,st{k,N
1.04,stack,st{k,V
0.7,stadium,st1dj@m,N
2.08,staff,st#f,N
0.7,staff,st#f,V
0.78,stag,st{g,N
2.21,stage,st1_,N
1.15,stage,st1_,V
1.11,stagger,st{g@R,V
0.7,staggering,st{g@rIN,A
0.3,stagnant,st{gn@nt,A
0.3,stagnate,st{gn1t,V
0.3,stagnation,st{gn1SH,N
0.3,staid,st1d,A
1.11,stain,st1n,N
1.08,stain,st1n,V
0.3,stainless,st1nlIs,A
0.6,stair,st8R,N
1.15,staircase,st8k1s,N
1.64,stairs,st8z,N
0.48,stairway,st8w1,N
1.2,stake,st1k,N
0.48,stake,st1k,V
0.78,stakes,st1ks,N
0.85,stale,st1l,A
0.95,stalk,st$k,N
0.9,stalk,st$k,V
1.08,stall,st$l,N
0.6,stall,st$l,V
0.3,stallion,st{lj@n,N
0.3,stalls,st$lz,N
0.48,stamina,st{mIn@,N
0.48,stammer,st{m@R,V
1.28,stamp,st{mp,N
1.23,stamp,st{mp,V
1.18,stance,st{ns,N
1.51,stand,st{nd,N
2.67,stand,st{nd,V
2.01,standard,st{nd@d,N
1.52,standard,st{nd@d,A
0.3,standardization,st{nd@d2z1SH,N
0.6,standardize,st{nd@d2z,V
0.9,standing,st{ndIN,N
1.11,standing,st{ndIN,A
0.48,standpoint,st{ndp4nt,N
0.48,standstill,st{ndstIl,N
0.7,staple,st1pP,N
2,star,st#R,N
0.7,star,st#R,V
0.3,starboard,st#b@d,N
0.7,starch,st#J,N
0.7,starch,st#J,V
0.9,stare,st8R,N
2.08,stare,st8R,V
0.85,stark,st#k,A
0.3,starling,st#lIN,N
0.3,starry,st#rI,A
0.3,stars,st#z,N
1.68,start,st#t,N
2.65,start,st#t,V
0.7,starter,st#t@R,N
1.48,startle,st#tP,V
0.3,startlingly,st#tPINlI,ADV
0.85,starvation,st#v1SH,N
1.3,starve,st#v,V
2.51,state,st1t,N
1.7,state,st1t,V
0.7,stated,st1tId,A
0.7,stately,st1tlI,A
1.95,statement,st1tm@nt,N
2.15,States,st1ts,N
0.9,statesman,st1tsm@n,N
1,static,st{tIk,A
2.07,station,st1SH,N
0.85,station,st1SH,V
0.6,stationary,st1SH@rI,A
0.3,stationery,st1SH@rI,N
1.2,statistic,st@tIstIk,N
0.85,statistical,st@tIstIkP,A
0.3,statistically,st@tIstIk@lI,ADV
0.6,statistics,st@tIstIks,N
1.36,statue,st{Ju,N
0.78,stature,st{J@R,N
1.86,status,st1t@s,N
0.7,statute,st{tjut,N
